sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
194,3.2333,0.0,0.0159,0.9507,-0.0159,0.748956,0.66262,0
195,3.25,0.0,0.0174,0.9333,-0.0174,0.75184,0.659346,0
196,3.2667,0.0,0.0184,0.9149,-0.0184,0.75471,0.656059,0
197,3.2833,0.0,0.0164,0.8985,-0.0164,0.757565,0.65276,0
198,3.3,0.0,0.0183,0.8802,-0.0183,0.760406,0.649448,0
199,3.3167,0.0,0.0177,0.8625,-0.0177,0.763232,0.646124,0
200,3.3333,0.0,0.0147,0.8478,-0.0147,0.766044,0.642788,0
201,3.35,0.0,0.0158,0.832,-0.0158,0.768842,0.639439,0
202,3.3667,0.0,0.0124,0.8196,-0.0124,0.771625,0.636078,0
203,3.3833,0.0,0.0172,0.8024,-0.0172,0.774393,0.632705,0
204,3.4,0.0,0.0126,0.7898,-0.0126,0.777146,0.62932,0
205,3.4167,0.0,0.0195,0.7703,-0.0195,0.779884,0.625923,0
206,3.4333,0.0,0.0177,0.7526,-0.0177,0.782608,0.622515,0
207,3.45,0.0,0.0115,0.7411,-0.0115,0.785317,0.619094,0
208,3.4667,0.0,0.0158,0.7253,-0.0158,0.788011,0.615661,0
209,3.4833,0.0,0.0161,0.7092,-0.0161,0.79069,0.612217,0
210,3.5,0.0,0.0148,0.6944,-0.0148,0.793353,0.608761,0
211,3.5167,0.0,0.0158,0.6786,-0.0158,0.796002,0.605294,0
212,3.5333,0.0,0.0164,0.6622,-0.0164,0.798636,0.601815,0
213,3.55,0.0,0.0154,0.6468,-0.0154,0.801254,0.598325,0
214,3.5667,0.0,0.0186,0.6282,-0.0186,0.803857,0.594823,0
215,3.5833,0.0,0.0138,0.6144,-0.0138,0.806445,0.59131,0
216,3.6,0.0,0.0178,0.5966,-0.0178,0.809017,0.587785,0
217,3.6167,0.0,0.0163,0.5803,-0.0163,0.811574,0.58425,0
218,3.6333,0.0,0.0162,0.5641,-0.0162,0.814116,0.580703,0
219,3.65,0.0,0.0197,0.5444,-0.0197,0.816642,0.577145,0
220,3.6667,0.0,0.0165,0.5279,-0.0165,0.819152,0.573576,0
221,3.6833,0.0,0.0139,0.514,-0.0139,0.821647,0.569997,0
222,3.7,0.0,0.0137,0.5003,-0.0137,0.824126,0.566406,0
223,3.7167,0.0,0.0134,0.4869,-0.0134,0.82659,0.562805,0
224,3.7333,0.0,0.0174,0.4695,-0.0174,0.829038,0.559193,0
225,3.75,0.0,0.0176,0.4519,-0.0176,0.83147,0.55557,0
226,3.7667,0.0,0.017,0.4349,-0.017,0.833886,0.551937,0
227,3.7833,0.0,0.0173,0.4176,-0.0173,0.836286,0.548293,0
228,3.8,0.0,0.0155,0.4021,-0.0155,0.838671,0.544639,0
229,3.8167,0.0,0.0178,0.3843,-0.0178,0.841039,0.540974,0
230,3.8333,0.0,0.014,0.3703,-0.014,0.843391,0.5373,0
231,3.85,0.0,0.0135,0.3568,-0.0135,0.845728,0.533615,0
232,3.8667,0.0,0.018,0.3388,-0.018,0.848048,0.529919,0
233,3.8833,0.0,0.0182,0.3206,-0.0182,0.850352,0.526214,0
234,3.9,0.0,0.0139,0.3067,-0.0139,0.85264,0.522499,0
235,3.9167,0.0,0.0154,0.2913,-0.0154,0.854912,0.518773,0
236,3.9333,0.0,0.0163,0.275,-0.0163,0.857167,0.515038,0
237,3.95,0.0,0.0148,0.2602,-0.0148,0.859406,0.511293,0
238,3.9667,0.0,0.0163,0.2439,-0.0163,0.861629,0.507538,0
239,3.9833,0.0,0.0118,0.2321,-0.0118,0.863836,0.503774,0
240,4.0,0.0,0.0167,0.2154,-0.0167,0.866025,0.5,0
241,4.0167,0.0,0.0173,0.1981,-0.0173,0.868199,0.496217,0
242,4.0333,0.0,0.0168,0.1813,-0.0168,0.870356,0.492424,0
243,4.05,0.0,0.0148,0.1665,-0.0148,0.872496,0.488621,0
244,4.0667,0.0,0.0116,0.1549,-0.0116,0.87462,0.48481,0
245,4.0833,0.0,0.0144,0.1405,-0.0144,0.876727,0.480989,0
246,4.1,0.0,0.0176,0.1229,-0.0176,0.878817,0.477159,0
247,4.1167,0.0,0.0174,0.1055,-0.0174,0.880891,0.47332,0
248,4.1333,0.0,0.0135,0.092,-0.0135,0.882948,0.469472,0
249,4.15,0.0,0.0165,0.0755,-0.0165,0.884988,0.465615,0
250,4.1667,0.0,0.0179,0.0576,-0.0179,0.887011,0.461749,0
251,4.1833,0.0,0.0167,0.0409,-0.0167,0.889017,0.457874,0
252,4.2,0.0,0.0147,0.0262,-0.0147,0.891007,0.45399,0
253,4.2167,0.0,0.0162,0.01,-0.0162,0.892979,0.450098,0
254,4.2333,0.0,0.0132,0.0,-0.0132,0.894934,0.446198,1
255,4.25,0.0,0.0144,0.0,-0.0144,0.896873,0.442289,1
256,4.2667,0.0,0.0165,0.0,-0.0165,0.898794,0.438371,1
257,4.2833,0.0,0.0157,0.0,-0.0157,0.900698,0.434445,1
258,4.3,0.0,0.0146,0.0,-0.0146,0.902585,0.430511,1
259,4.3167,0.0,0.0132,0.0,-0.0132,0.904455,0.426569,1
260,4.3333,0.0,0.0121,0.0,-0.0121,0.906308,0.422618,1
261,4.35,0.0,0.0142,0.0,-0.0142,0.908143,0.41866,1
262,4.3667,0.0,0.0133,0.0,-0.0133,0.909961,0.414693,1
263,4.3833,0.0,0.0174,0.0,-0.0174,0.911762,0.410719,1
264,4.4,0.0,0.0148,0.0,-0.0148,0.913545,0.406737,1
265,4.4167,0.0,0.0189,0.0,-0.0189,0.915311,0.402747,1
266,4.4333,0.0,0.0158,0.0,-0.0158,0.91706,0.398749,1
267,4.45,0.0,0.014,0.0,-0.014,0.918791,0.394744,1
268,4.4667,0.0,0.0151,0.0,-0.0151,0.920505,0.390731,1
269,4.4833,0.0,0.0151,0.0,-0.0151,0.922201,0.386711,1
270,4.5,0.0,0.0181,0.0,-0.0181,0.92388,0.382683,1
271,4.5167,0.0,0.015,0.0,-0.015,0.925541,0.378649,1
272,4.5333,0.0,0.0148,0.0,-0.0148,0.927184,0.374607,1
273,4.55,0.0,0.0135,0.0,-0.0135,0.92881,0.370557,1
274,4.5667,0.0,0.012,0.0,-0.012,0.930418,0.366501,1
275,4.5833,0.0,0.0099,0.0,-0.0099,0.932008,0.362438,1
276,4.6,0.0,0.0144,0.0,-0.0144,0.93358,0.358368,1
277,4.6167,0.0,0.0126,0.0,-0.0126,0.935135,0.354291,1
278,4.6333,0.0,0.0132,0.0,-0.0132,0.936672,0.350207,1
279,4.65,0.0,0.0178,0.0,-0.0178,0.938191,0.346117,1
280,4.6667,0.0,0.0146,0.0,-0.0146,0.939693,0.34202,1
281,4.6833,0.0,0.0157,0.0,-0.0157,0.941176,0.337917,1
282,4.7,0.0,0.0195,0.0,-0.0195,0.942641,0.333807,1
283,4.7167,0.0,0.0134,0.0,-0.0134,0.944089,0.329691,1
284,4.7333,0.0,0.0121,0.0,-0.0121,0.945519,0.325568,1
285,4.75,0.0,0.0156,0.0,-0.0156,0.94693,0.321439,1
286,4.7667,0.0,0.0184,0.0,-0.0184,0.948324,0.317305,1
287,4.7833,0.0,0.015,0.0,-0.015,0.949699,0.313164,1
288,4.8,0.0,0.0171,0.0,-0.0171,0.951057,0.309017,1
289,4.8167,0.0,0.015,0.0,-0.015,0.952396,0.304864,1
290,4.8333,0.0,0.0169,0.0,-0.0169,0.953717,0.300706,1
291,4.85,0.0,0.0179,0.0,-0.0179,0.95502,0.296542,1
292,4.8667,0.0,0.0164,0.0,-0.0164,0.956305,0.292372,1
293,4.8833,0.0,0.0153,0.0,-0.0153,0.957571,0.288196,1
294,4.9,0.0,0.0149,0.0,-0.0149,0.95882,0.284015,1
295,4.9167,0.0,0.0143,0.0,-0.0143,0.96005,0.279829,1
296,4.9333,0.0,0.0162,0.0,-0.0162,0.961262,0.275637,1
297,4.95,0.0,0.0129,0.0,-0.0129,0.962455,0.27144,1
298,4.9667,0.0,0.0155,0.0,-0.0155,0.96363,0.267238,1
299,4.9833,0.0,0.0148,0.0,-0.0148,0.964787,0.263031,1
300,5.0,0.0,0.0174,0.0,-0.0174,0.965926,0.258819,1
301,5.0167,0.0,0.018,0.0,-0.018,0.967046,0.254602,1
302,5.0333,0.0,0.0152,0.0,-0.0152,0.968148,0.25038,1
303,5.05,0.0,0.0166,0.0,-0.0166,0.969231,0.246153,1
304,5.0667,0.0,0.0136,0.0,-0.0136,0.970296,0.241922,1
305,5.0833,0.0,0.0144,0.0,-0.0144,0.971342,0.237686,1
306,5.1,0.0,0.018,0.0,-0.018,0.97237,0.233445,1
307,5.1167,0.0,0.0171,0.0,-0.0171,0.973379,0.2292,1
308,5.1333,0.0,0.0165,0.0,-0.0165,0.97437,0.224951,1
309,5.15,0.0,0.0167,0.0,-0.0167,0.975342,0.220697,1
310,5.1667,0.0,0.0148,0.0,-0.0148,0.976296,0.21644,1
311,5.1833,0.0,0.0181,0.0,-0.0181,0.977231,0.212178,1
312,5.2,0.0,0.017,0.0,-0.017,0.978148,0.207912,1
313,5.2167,0.0,0.0129,0.0,-0.0129,0.979045,0.203642,1
314,5.2333,0.0,0.0191,0.0,-0.0191,0.979925,0.199368,1
315,5.25,0.0,0.0147,0.0,-0.0147,0.980785,0.19509,1
316,5.2667,0.0,0.0151,0.0,-0.0151,0.981627,0.190809,1
317,5.2833,0.0,0.0197,0.0,-0.0197,0.98245,0.186524,1
318,5.3,0.0,0.0145,0.0,-0.0145,0.983255,0.182236,1
319,5.3167,0.0,0.0135,0.0,-0.0135,0.984041,0.177944,1
320,5.3333,0.0,0.0185,0.0,-0.0185,0.984808,0.173648,1
321,5.35,0.0,0.0141,0.0,-0.0141,0.985556,0.16935,1
322,5.3667,0.0,0.0154,0.0,-0.0154,0.986286,0.165048,1
323,5.3833,0.0,0.0162,0.0,-0.0162,0.986996,0.160743,1
324,5.4,0.0,0.0178,0.0,-0.0178,0.987688,0.156434,1
325,5.4167,0.0,0.0176,0.0,-0.0176,0.988362,0.152123,1
326,5.4333,0.0,0.0121,0.0,-0.0121,0.989016,0.147809,1
327,5.45,0.0,0.0163,0.0,-0.0163,0.989651,0.143493,1
328,5.4667,0.0,0.0147,0.0,-0.0147,0.990268,0.139173,1
329,5.4833,0.0,0.0184,0.0,-0.0184,0.990866,0.134851,1
330,5.5,0.0,0.0161,0.0,-0.0161,0.991445,0.130526,1
331,5.5167,0.0,0.0132,0.0,-0.0132,0.992005,0.126199,1
332,5.5333,0.0,0.0164,0.0,-0.0164,0.992546,0.121869,1
333,5.55,0.0,0.0161,0.0,-0.0161,0.993068,0.117537,1
334,5.5667,0.0,0.0177,0.0,-0.0177,0.993572,0.113203,1
335,5.5833,0.0,0.0183,0.0,-0.0183,0.994056,0.108867,1
336,5.6,0.0,0.0163,0.0,-0.0163,0.994522,0.104528,1
337,5.6167,0.0,0.015,0.0,-0.015,0.994969,0.100188,1
338,5.6333,0.0,0.0154,0.0,-0.0154,0.995396,0.095846,1
339,5.65,0.0,0.0174,0.0,-0.0174,0.995805,0.091502,1
340,5.6667,0.0,0.0157,0.0,-0.0157,0.996195,0.087156,1
341,5.6833,0.0,0.0154,0.0,-0.0154,0.996566,0.082808,1
342,5.7,0.0,0.017,0.0,-0.017,0.996917,0.078459,1
343,5.7167,0.0,0.0149,0.0,-0.0149,0.99725,0.074108,1
344,5.7333,0.0,0.0177,0.0,-0.0177,0.997564,0.069756,1
345,5.75,0.0,0.0127,0.0,-0.0127,0.997859,0.065403,1
346,5.7667,0.0,0.0153,0.0,-0.0153,0.998135,0.061049,1
347,5.7833,0.0,0.0181,0.0,-0.0181,0.998392,0.056693,1
348,5.8,0.0,0.016,0.0,-0.016,0.99863,0.052336,1
349,5.8167,0.0,0.0177,0.0,-0.0177,0.998848,0.047978,1
350,5.8333,0.0,0.0181,0.0,-0.0181,0.999048,0.043619,1
351,5.85,0.0,0.0153,0.0,-0.0153,0.999229,0.03926,1
352,5.8667,0.0,0.0137,0.0,-0.0137,0.999391,0.034899,1
353,5.8833,0.0,0.0159,0.0,-0.0159,0.999534,0.030539,1
354,5.9,0.0,0.0141,0.0,-0.0141,0.999657,0.026177,1
355,5.9167,0.0,0.0177,0.0,-0.0177,0.999762,0.021815,1
356,5.9333,0.0,0.0174,0.0,-0.0174,0.999848,0.017452,1
357,5.95,0.0,0.0167,0.0,-0.0167,0.999914,0.01309,1
358,5.9667,0.0,0.0149,0.0,-0.0149,0.999962,0.008727,1
359,5.9833,0.0,0.018,0.0,-0.018,0.99999,0.004363,1
360,6.0,0.000133,0.0258,0.0,-0.025667,1.0,0.0,1
361,6.0167,0.0,0.0311,0.0,-0.0311,0.99999,-0.004363,1
362,6.0333,1.7e-05,0.0285,0.0,-0.028483,0.999962,-0.008727,1
363,6.05,0.0,0.0291,0.0,-0.0291,0.999914,-0.01309,1
